survey_year,timestamp,salaryusd,country,postalcode,primarydatabase,yearswiththisdatabase,otherdatabases,employmentstatus,jobtitle,managestaff,yearswiththistypeofjob,howmanycompanies,otherpeopleonyourteam,companyemployeesoverall,databaseservers,education,educationiscomputerrelated,certifications,hoursworkedperweek,telecommutedaysperweek,populationoflargestcitywithin20miles,employmentsector,lookingforanotherjob,careerplansthisyear,gender,otherjobduties,kindsoftasksperformed,counter
2017,2017-01-05T12:18:50.877,80000,United States,Not Asked,Microsoft SQL Server,5,Microsoft Access,Full time employee,Analyst,No,3,Not Asked,1,Not Asked,1,None (no degree completed),N/A,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:19:05.482,60000,United Kingdom,Not Asked,Microsoft SQL Server,16,"Microsoft Access, Azure SQL DB",Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",Yes,10,Not Asked,None,Not Asked,5,None (no degree completed),N/A,"No, I never have",40,3,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:19:25.833,150000,United States,Not Asked,Microsoft SQL Server,18,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, MongoDB, Microsoft Access, SQLite, Amazon RDS (any flavor)",Full time employee,Architect,Yes,7,Not Asked,More than 5,Not Asked,70,Bachelors (4 years),No,"Yes, but they expired",60,5 or more,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:19:31.534,135000,United States,Not Asked,Microsoft SQL Server,12,,Full time employee,DBA,Yes,8,Not Asked,None,Not Asked,120,Bachelors (4 years),No,"Yes, but they expired",45,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:20:00.169,100000,United States,Not Asked,Microsoft SQL Server,16,Microsoft Access,Full time employee,Analyst,No,13,Not Asked,None,Not Asked,10,Associates (2 years),No,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,"Yes, actively looking for something else",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:20:00.735,110000,United States,Not Asked,Microsoft SQL Server,8,,Full time employee,Architect,No,5,Not Asked,1,Not Asked,120,Masters,Yes,"Yes, but they expired",40,3,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:20:06.856,97000,United States,Not Asked,Microsoft SQL Server,10,Microsoft SQL Server,Full time employee,DBA,No,2,Not Asked,None,Not Asked,20,Bachelors (4 years),Yes,"Yes, but they expired",40,5 or more,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:20:34.714,105000,United States,Not Asked,Microsoft SQL Server,16,Microsoft Access,Full time employee,DBA,Yes,6,Not Asked,None,Not Asked,52,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Local government,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:20:51.702,137000,United States,Not Asked,Microsoft SQL Server,20,"Microsoft SQL Server, Oracle, PostgreSQL, DB2, Microsoft Access",Full time employee,"Developer: App code (C#, JS, etc)",No,5,Not Asked,None,Not Asked,40,Masters,Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:21:18.599,79509,United Kingdom,Not Asked,Microsoft SQL Server,12,,Full time employee,Architect,Yes,12,Not Asked,None,Not Asked,200,Bachelors (4 years),Yes,"No, I never have",45,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:21:52.017,62391,Canada,Not Asked,Microsoft SQL Server,10,"Oracle, MongoDB",Full time employee,DBA,No,6,Not Asked,2,Not Asked,160,Associates (2 years),Yes,"Yes, and they're currently valid",36,"None, or less than 1 day per week",Not Asked,State/province government,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:22:08.803,137000,United States,Not Asked,Microsoft SQL Server,20,"Oracle, DB2, Microsoft Access, Amazon RDS (any flavor)",Full time employee,DBA,No,20,Not Asked,More than 5,Not Asked,1000,Bachelors (4 years),Yes,"No, I never have",40,1,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:22:31.507,70000,United States,Not Asked,Microsoft SQL Server,4,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL",Full time employee,DBA,No,1,Not Asked,1,Not Asked,14,None (no degree completed),N/A,"No, I never have",45,2,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:22:34.502,69000,United States,Not Asked,Microsoft SQL Server,9,"Oracle, MySQL/MariaDB, Microsoft Access",Full time employee,DBA,No,9,Not Asked,1,Not Asked,29,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Local government,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:22:40.916,127000,United States,Not Asked,Microsoft SQL Server,21,"Oracle, MongoDB",Full time employee,Developer: T-SQL,No,5,Not Asked,None,Not Asked,10,Bachelors (4 years),No,"No, I never have",45,1,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:22:53.389,49260,United States,Not Asked,Microsoft SQL Server,5,,Full time employee of a consulting/contracting company,Developer: T-SQL,No,1,Not Asked,3,Not Asked,4,Bachelors (4 years),Yes,"No, I never have",45,5 or more,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:23:54.974,25000,Brazil,Not Asked,Microsoft SQL Server,3,"Oracle, PostgreSQL, Amazon RDS (any flavor)",Full time employee,DBA,No,3,Not Asked,2,Not Asked,25,Bachelors (4 years),Yes,"Yes, and they're currently valid",60,"None, or less than 1 day per week",Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:24:40.735,120000,United States,Not Asked,Microsoft SQL Server,15,"MySQL/MariaDB, PostgreSQL",Full time employee,DBA,Yes,4,Not Asked,1,Not Asked,40,None (no degree completed),N/A,"Yes, and they're currently valid",40,1,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:25:09.395,3900,India,Not Asked,MySQL/MariaDB,2,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, MongoDB",Full time employee,DBA,No,2,Not Asked,2,Not Asked,30,Bachelors (4 years),Yes,"No, I never have",45,"None, or less than 1 day per week",Not Asked,Private business,"Yes, actively looking for something else",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:25:18.326,49000,United Kingdom,Not Asked,Microsoft SQL Server,5,"Microsoft Access, Azure SQL DB",Full time employee of a consulting/contracting company,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,1,Not Asked,More than 5,Not Asked,5,None (no degree completed),N/A,"No, I never have",37,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:25:24.356,106400,United States,Not Asked,Microsoft SQL Server,17,"MySQL/MariaDB, PostgreSQL",Full time employee,DBA,Yes,14,Not Asked,4,Not Asked,400,None (no degree completed),N/A,"Yes, and they're currently valid",45,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:25:30.353,106000,United States,Not Asked,Microsoft SQL Server,17,"Oracle, Microsoft Access",Full time employee,DBA,No,10,Not Asked,2,Not Asked,35,Bachelors (4 years),No,"Yes, but they expired",43,"None, or less than 1 day per week",Not Asked,Local government,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:25:51.408,96000,United States,Not Asked,Microsoft SQL Server,21,"Microsoft SQL Server, Oracle",Full time employee,DBA,Yes,12,Not Asked,1,Not Asked,300,Associates (2 years),N/A,"Yes, but they expired",45,"None, or less than 1 day per week",Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:26:25.021,134000,United States,Not Asked,Microsoft SQL Server,32,"Microsoft SQL Server, Oracle, MySQL/MariaDB",Full time employee,Architect,Yes,2,Not Asked,None,Not Asked,20,Associates (2 years),Yes,"No, I never have",65,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:26:46.968,100000,United States,Not Asked,Microsoft SQL Server,10,,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,6,Not Asked,1,Not Asked,20,Masters,Yes,"No, I never have",45,"None, or less than 1 day per week",Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:27:44.236,43000,South Africa,Not Asked,Microsoft SQL Server,20,"MySQL/MariaDB, PostgreSQL",Full time employee,DBA,No,20,Not Asked,None,Not Asked,20,Associates (2 years),Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,Private business,"Yes, actively looking for something else",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:27:49.665,140000,United States,Not Asked,Microsoft SQL Server,12,,Full time employee,DBA,Yes,1,Not Asked,More than 5,Not Asked,1500,Associates (2 years),N/A,"Yes, but they expired",45,1,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:28:29.754,70000,United Kingdom,Not Asked,Microsoft SQL Server,15,"Microsoft SQL Server, Oracle, MySQL/MariaDB, SQLite, Azure SQL DB",Full time employee,Architect,Yes,3,Not Asked,None,Not Asked,150,Bachelors (4 years),Yes,"Yes, but they expired",40,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:28:33.47,110000,United States,Not Asked,Microsoft SQL Server,8,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, Microsoft Access, Amazon RDS (any flavor)",Full time employee,DBA,No,6,Not Asked,None,Not Asked,15,None (no degree completed),N/A,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:29:00.716,56000,South Africa,Not Asked,Microsoft SQL Server,11,Microsoft SQL Server,Full time employee,DBA,Yes,11,Not Asked,3,Not Asked,150,None (no degree completed),N/A,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,Private business,"Yes, actively looking for something else",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:29:17.832,110000,United States,Not Asked,Microsoft SQL Server,18,Microsoft Access,Full time employee,DBA,No,4,Not Asked,None,Not Asked,50,Bachelors (4 years),No,"Yes, but they expired",45,"None, or less than 1 day per week",Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:30:27.71,115000,United States,Not Asked,Microsoft SQL Server,10,Microsoft SQL Server,Full time employee,DBA,No,10,Not Asked,3,Not Asked,30,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,1,Not Asked,State/province government,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:31:07.522,30000,Brazil,Not Asked,Microsoft SQL Server,7,"Microsoft SQL Server, Oracle, MySQL/MariaDB",Full time employee,DBA,No,4,Not Asked,None,Not Asked,6,Bachelors (4 years),Yes,"Yes, and they're currently valid",8,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:32:11.343,71500,Canada,Not Asked,Microsoft SQL Server,12,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, Microsoft Access, Excel",Full time employee,Analyst,No,5,Not Asked,5,Not Asked,125,Associates (2 years),Yes,"Yes, but they expired",36,"None, or less than 1 day per week",Not Asked,State/province government,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:32:15.423,66500,United States,Not Asked,Microsoft SQL Server,11,"DB2, Microsoft Access, Unidata",Full time employee,DBA,No,2,Not Asked,None,Not Asked,5,None (no degree completed),N/A,"Yes, but they expired",40,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:33:41.134,106000,United States,Not Asked,Microsoft SQL Server,15,Microsoft SQL Server,Full time employee of a consulting/contracting company,DBA,No,3,Not Asked,None,Not Asked,5,Bachelors (4 years),No,"No, I never have",47,"None, or less than 1 day per week",Not Asked,State/province government,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:34:51.506,120000,United States,Not Asked,Microsoft SQL Server,15,"Oracle, MySQL/MariaDB, SQLite",Full time employee,Architect,No,2,Not Asked,2,Not Asked,100,Bachelors (4 years),Yes,"No, I never have",40,5 or more,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:36:22.006,80000,United States,Not Asked,Microsoft SQL Server,10,,Full time employee,"Developer: App code (C#, JS, etc)",No,3,Not Asked,3,Not Asked,4,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,State/province government,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:36:27.5,122000,United States,Not Asked,Microsoft SQL Server,13,"Oracle, Microsoft Access, Sybase SQL Anywhere",Full time employee,DBA,No,10,Not Asked,None,Not Asked,55,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:36:41.847,73000,United States,Not Asked,Microsoft SQL Server,5,"Oracle, Microsoft Access, Azure SQL DB, Amazon RDS (any flavor)",Full time employee,Engineer,No,5,Not Asked,More than 5,Not Asked,100,Bachelors (4 years),Yes,"Yes, but they expired",40,1,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:36:59.736,125250,United States,Not Asked,Microsoft SQL Server,9,"Oracle, MySQL/MariaDB, Microsoft Access",Full time employee,Analyst,No,6,Not Asked,None,Not Asked,4,Masters,No,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Local government,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:37:16.393,70000,United States,Not Asked,Microsoft SQL Server,15,"Microsoft SQL Server, Microsoft Access",Full time employee,DBA,No,15,Not Asked,2,Not Asked,35,Bachelors (4 years),No,"No, I never have",45,"None, or less than 1 day per week",Not Asked,State/province government,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:37:23.512,148000,United States,Not Asked,MySQL/MariaDB,6,"Microsoft SQL Server, Oracle, MySQL/MariaDB, MongoDB, Amazon RDS (any flavor)",Full time employee,DBA,No,16,Not Asked,1,Not Asked,50,Masters,Yes,"Yes, but they expired",45,1,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:38:25.842,89000,United States,Not Asked,Microsoft SQL Server,5,"MySQL/MariaDB, MongoDB, DB2, Microsoft Access, Azure SQL DB, Amazon RDS (any flavor)",Full time employee,DBA,No,3,Not Asked,4,Not Asked,250,Associates (2 years),Yes,"No, I never have",40,5 or more,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:38:49.484,130750,United States,Not Asked,Microsoft SQL Server,10,"Oracle, Microsoft Access",Full time employee,Architect,No,1,Not Asked,None,Not Asked,20,Bachelors (4 years),Yes,"Yes, but they expired",40,"None, or less than 1 day per week",Not Asked,Federal government,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:38:54.231,91000,United States,Not Asked,Microsoft SQL Server,15,"MySQL/MariaDB, Microsoft Access",Full time employee,DBA,No,2,Not Asked,None,Not Asked,10,Bachelors (4 years),Yes,"Yes, but they expired",38,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:38:59.788,112000,United States,Not Asked,Microsoft SQL Server,20,MySQL/MariaDB,Full time employee,DBA,No,20,Not Asked,1,Not Asked,100,Bachelors (4 years),No,"Yes, but they expired",45,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:40:09.689,130000,United States,Not Asked,Microsoft SQL Server,20,"MySQL/MariaDB, MongoDB, Microsoft Access, SQLite",Full time employee of a consulting/contracting company,"Developer: App code (C#, JS, etc)",No,20,Not Asked,2,Not Asked,10,Doctorate/PhD,No,"Yes, and they're currently valid",40,2,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:40:14.051,101000,United States,Not Asked,Microsoft SQL Server,16,,Full time employee,DBA,No,16,Not Asked,1,Not Asked,110,Bachelors (4 years),No,"No, I never have",37,2,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:40:36.959,48000,United States,Not Asked,Microsoft Access,2,"Microsoft SQL Server, Microsoft Visual FoxPro",Full time employee,"Developer: App code (C#, JS, etc)",No,2,Not Asked,None,Not Asked,2,None (no degree completed),N/A,"Yes, but they expired",45,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:40:41.27,108500,United States,Not Asked,Microsoft SQL Server,17,,Full time employee,DBA,No,5,Not Asked,None,Not Asked,5,Masters,No,"Yes, and they're currently valid",45,"None, or less than 1 day per week",Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:40:53.606,90000,Norway,Not Asked,Microsoft SQL Server,2,SAP,Full time employee of a consulting/contracting company,DBA,No,2,Not Asked,None,Not Asked,46,Bachelors (4 years),No,"Yes, and they're currently valid",40,5 or more,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:41:05.942,95000,United States,Not Asked,Microsoft SQL Server,11,"Oracle, PostgreSQL, DB2, Microsoft Access",Full time employee,Developer: T-SQL,No,17,Not Asked,2,Not Asked,5,Associates (2 years),N/A,"No, I never have",45,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:41:51.919,84000,United States,Not Asked,PostgreSQL,3,Microsoft SQL Server,Full time employee,DBA,No,3,Not Asked,4,Not Asked,50,Bachelors (4 years),No,"Yes, but they expired",45,"None, or less than 1 day per week",Not Asked,Local government,"Yes, actively looking for something else",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:41:52.876,83000,United States,Not Asked,Microsoft SQL Server,10,,Full time employee,DBA,No,4,Not Asked,1,Not Asked,30,None (no degree completed),N/A,"No, I never have",35,"None, or less than 1 day per week",Not Asked,Local government,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:42:04.831,64750,United States,Not Asked,Microsoft SQL Server,15,,Full time employee,"Developer: App code (C#, JS, etc)",No,7,Not Asked,None,Not Asked,13,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:42:37.361,102000,United States,Not Asked,Microsoft SQL Server,9,"Oracle, MySQL/MariaDB, MongoDB, Azure SQL DB",Full time employee,DBA,No,5,Not Asked,1,Not Asked,1000,None (no degree completed),N/A,"No, I never have",40,3,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:44:00.626,127500,United States,Not Asked,Microsoft SQL Server,27,,Full time employee,DBA,Yes,10,Not Asked,None,Not Asked,17,None (no degree completed),N/A,"No, I never have",50,"None, or less than 1 day per week",Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:44:04.908,245000,United States,Not Asked,Microsoft SQL Server,17,"DB2, Microsoft Access, Azure SQL DB, Amazon RDS (any flavor)",Independent or freelancer or company owner,Engineer,No,17,Not Asked,None,Not Asked,15,None (no degree completed),N/A,"Yes, and they're currently valid",50,5 or more,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:44:20.986,123000,United States,Not Asked,Microsoft SQL Server,10,"MySQL/MariaDB, PostgreSQL, MongoDB",Full time employee,DBA,No,2,Not Asked,None,Not Asked,15,Bachelors (4 years),No,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:44:31.981,160000,United States,Not Asked,Microsoft SQL Server,1,"MySQL/MariaDB, PostgreSQL, MongoDB, Cassandra, Microsoft Access, Redis, SQLite, Amazon RDS (any flavor)",Full time employee,Architect,Yes,5,Not Asked,1,Not Asked,10,None (no degree completed),N/A,"No, I never have",50,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:45:17.087,110000,United States,Not Asked,Microsoft SQL Server,6,"Oracle, PostgreSQL, Cassandra, Azure SQL DB",Full time employee of a consulting/contracting company,"Developer: App code (C#, JS, etc)",Yes,2,Not Asked,4,Not Asked,20,Bachelors (4 years),Yes,"Yes, and they're currently valid",45,"None, or less than 1 day per week",Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:45:47.986,93000,United States,Not Asked,Microsoft SQL Server,16,,Full time employee,DBA,No,16,Not Asked,More than 5,Not Asked,800,None (no degree completed),N/A,"No, I never have",44,1,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:46:08.845,112000,United States,Not Asked,Microsoft SQL Server,18,"Oracle, DB2",Full time employee of a consulting/contracting company,DBA,Yes,8,Not Asked,3,Not Asked,100,Associates (2 years),Yes,"Yes, and they're currently valid",40,5 or more,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:46:16.235,40000,Turkey,Not Asked,Microsoft SQL Server,10,,Full time employee,DBA,Yes,5,Not Asked,1,Not Asked,40,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:46:20.126,30000,Romania,Not Asked,Microsoft SQL Server,12,,Full time employee,Architect,No,3,Not Asked,None,Not Asked,300,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:46:34.273,68310,United Kingdom,Not Asked,Microsoft SQL Server,13,"DB2, Microsoft Access",Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,1,Not Asked,More than 5,Not Asked,1,Bachelors (4 years),No,"Yes, but they expired",38,"None, or less than 1 day per week",Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:47:06.897,117000,United States,Not Asked,Microsoft SQL Server,12,,Full time employee,Engineer,No,2,Not Asked,1,Not Asked,10,None (no degree completed),N/A,"No, I never have",41,1,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:47:34.427,87000,United States,Not Asked,Microsoft SQL Server,16,"Microsoft SQL Server, MySQL/MariaDB",Full time employee,Engineer,No,12,Not Asked,None,Not Asked,4,Bachelors (4 years),Yes,"Yes, but they expired",40,"None, or less than 1 day per week",Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:47:43.954,97325,United States,Not Asked,Microsoft SQL Server,17,"Microsoft SQL Server, Oracle, PostgreSQL, Microsoft Access, SAP, MemSql",Full time employee,Other,No,13,Not Asked,3,Not Asked,6,Masters,No,"Yes, but they expired",40,"None, or less than 1 day per week",Not Asked,Local government,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:48:03.42,6700,Sweden,Not Asked,Microsoft SQL Server,10,,Full time employee,DBA,No,10,Not Asked,4,Not Asked,30,Bachelors (4 years),Yes,"No, I never have",40,1,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:48:13.001,85000,United States,Not Asked,Microsoft SQL Server,5,"Oracle, Microsoft Access",Full time employee,Developer: T-SQL,No,1,Not Asked,1,Not Asked,75,Bachelors (4 years),Yes,"Yes, and they're currently valid",50,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:48:27.478,133000,United States,Not Asked,Oracle,25,"Microsoft SQL Server, PostgreSQL",Full time employee,Architect,No,4,Not Asked,3,Not Asked,10,Masters,No,"Yes, but they expired",45,"None, or less than 1 day per week",Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:48:39.345,110000,United States,Not Asked,Microsoft SQL Server,14,"PostgreSQL, MongoDB, Microsoft Access, Teradata, Azure SQL DB",Full time employee,DBA,No,9,Not Asked,2,Not Asked,12,Bachelors (4 years),Yes,"No, I never have",45,"None, or less than 1 day per week",Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:48:47.687,108000,United States,Not Asked,Microsoft SQL Server,12,"Oracle, Microsoft Access, SQLite",Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,12,Not Asked,None,Not Asked,2,Masters,Yes,"No, I never have",40,2,Not Asked,Private business,"Yes, actively looking for something else",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:49:29.32,114700,United States,Not Asked,Microsoft SQL Server,11,"MySQL/MariaDB, PostgreSQL, DB2",Full time employee,DBA,No,11,Not Asked,None,Not Asked,35,Associates (2 years),No,"Yes, but they expired",65,2,Not Asked,Private business,"Yes, actively looking for something else",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:51:15.407,100000,Canada,Not Asked,Microsoft SQL Server,10,"Redis, Amazon RDS (any flavor)",Full time employee,Manager,Yes,3,Not Asked,None,Not Asked,8,Associates (2 years),Yes,"No, I never have",65,1,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,2017-01-05T12:51:24.74,110000,United States,Not Asked,Microsoft SQL Server,8,"Azure SQL DB, Amazon RDS (any flavor)",Full time employee,DBA,No,8,Not Asked,2,Not Asked,80,Bachelors (4 years),Yes,"Yes, and they're currently valid",45,5 or more,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
